3.180847999999999729e+02,3.589088000000000420e+02,3.402463999999999942e+02,3.536600000000000250e+02
3.169184000000000196e+02,3.594920000000000755e+02,3.285824000000000069e+02,3.466616000000000213e+02
3.215840000000000032e+02,3.612416000000000054e+02,3.466616000000000213e+02,3.548264000000000351e+02
3.239167999999999665e+02,3.705728000000000293e+02,3.501607999999999947e+02,3.513272000000000048e+02
3.128360000000000127e+02,3.466616000000000213e+02,3.204176000000000499e+02,3.443288000000000579e+02
3.175016000000000531e+02,3.577423999999999751e+02,3.355808000000000106e+02,3.495776000000000181e+02
3.262495999999999867e+02,3.641576000000000022e+02,3.513272000000000048e+02,3.559928000000000452e+02
3.169184000000000196e+02,3.565760000000000218e+02,3.437456000000000245e+02,3.530767999999999915e+02
3.204176000000000499e+02,3.676568000000000325e+02,3.431623999999999910e+02,3.501607999999999947e+02
3.215840000000000032e+02,3.606583999999999719e+02,3.349976000000000340e+02,3.402463999999999942e+02
3.134192000000000462e+02,3.268328000000000202e+02,3.163351999999999862e+02,3.163351999999999862e+02
3.122527999999999793e+02,3.355808000000000106e+02,3.268328000000000202e+02,3.268328000000000202e+02
3.035048000000000457e+02,3.612416000000000054e+02,3.169184000000000196e+02,3.361639999999999873e+02
3.163351999999999862e+02,3.927344000000000506e+02,3.600752000000000521e+02,3.880688000000000102e+02
3.215840000000000032e+02,3.624080000000000155e+02,3.454952000000000112e+02,3.379136000000000308e+02
3.169184000000000196e+02,3.542432000000000585e+02,3.373304000000000542e+02,3.484112000000000080e+02
3.140024000000000228e+02,4.014823999999999842e+02,3.507439999999999714e+02,3.886520000000000437e+02
3.140024000000000228e+02,3.629911999999999921e+02,3.361639999999999873e+02,3.600752000000000521e+02
3.151688000000000898e+02,3.256664000000000101e+02,3.198344000000000165e+02,3.198344000000000165e+02
2.988392000000000621e+02,3.379136000000000308e+02,3.116696000000000026e+02,3.326648000000000138e+02
3.081704000000000292e+02,3.565760000000000218e+02,3.355808000000000106e+02,3.513272000000000048e+02
3.245000000000000000e+02,3.583256000000000085e+02,3.472447999999999979e+02,3.536600000000000250e+02
3.239167999999999665e+02,3.629911999999999921e+02,3.437456000000000245e+02,3.606583999999999719e+02
3.256664000000000101e+02,3.629911999999999921e+02,3.489944000000000415e+02,3.583256000000000085e+02
3.192512000000000398e+02,3.939008000000000038e+02,3.390799999999999841e+02,3.752384000000000128e+02
3.110864000000000260e+02,3.122527999999999793e+02,3.122527999999999793e+02,3.081704000000000292e+02
3.035048000000000457e+02,3.122527999999999793e+02,3.052543999999999755e+02,3.110864000000000260e+02
2.941735999999999649e+02,3.128360000000000127e+02,2.976727999999999952e+02,2.994223999999999819e+02
2.784271999999999707e+02,3.349976000000000340e+02,3.040880000000000791e+02,3.221672000000000367e+02
2.819264000000000578e+02,3.524936000000000149e+02,3.075871999999999957e+02,3.495776000000000181e+02
2.924240000000000350e+02,3.454952000000000112e+02,3.180847999999999729e+02,3.344144000000000005e+02
3.058376000000000090e+02,3.484112000000000080e+02,3.215840000000000032e+02,3.344144000000000005e+02
2.982560000000000286e+02,3.390799999999999841e+02,3.075871999999999957e+02,3.297488000000000739e+02
3.011720000000000255e+02,3.478280000000000314e+02,3.105032000000000494e+02,3.431623999999999910e+02
2.941735999999999649e+02,3.425792000000000712e+02,3.105032000000000494e+02,3.268328000000000202e+02
3.017552000000000021e+02,3.349976000000000340e+02,3.210008000000000266e+02,3.245000000000000000e+02
2.959232000000000653e+02,3.425792000000000712e+02,3.128360000000000127e+02,3.309152000000000271e+02
3.029216000000000122e+02,3.478280000000000314e+02,3.116696000000000026e+02,3.449120000000000914e+02
3.035048000000000457e+02,3.804872000000000298e+02,3.291656000000000404e+02,3.583256000000000085e+02
3.256664000000000101e+02,3.443288000000000579e+02,3.314984000000000037e+02,3.408296000000000276e+02
3.186680000000000064e+02,3.577423999999999751e+02,3.332480000000000473e+02,3.548264000000000351e+02
3.262495999999999867e+02,3.600752000000000521e+02,3.437456000000000245e+02,3.513272000000000048e+02
3.157520000000000664e+02,3.612416000000000054e+02,3.454952000000000112e+02,3.542432000000000585e+02
3.122527999999999793e+02,3.571592000000000553e+02,3.221672000000000367e+02,3.396632000000000176e+02
3.122527999999999793e+02,3.519104000000000383e+02,3.279992000000000303e+02,3.501607999999999947e+02
3.116696000000000026e+02,3.647407999999999788e+02,3.239167999999999665e+02,3.472447999999999979e+02
3.221672000000000367e+02,3.565760000000000218e+02,3.414128000000000611e+02,3.495776000000000181e+02
3.210008000000000266e+02,3.554096000000000117e+02,3.431623999999999910e+02,3.454952000000000112e+02
3.227504000000000701e+02,3.542432000000000585e+02,3.472447999999999979e+02,3.489944000000000415e+02
3.227504000000000701e+02,3.542432000000000585e+02,3.274159999999999968e+02,3.437456000000000245e+02
3.198344000000000165e+02,3.495776000000000181e+02,3.320816000000000372e+02,3.425792000000000712e+02
3.128360000000000127e+02,3.425792000000000712e+02,3.268328000000000202e+02,3.361639999999999873e+02
3.140024000000000228e+02,3.530767999999999915e+02,3.320816000000000372e+02,3.495776000000000181e+02
3.239167999999999665e+02,3.542432000000000585e+02,3.338312000000000239e+02,3.501607999999999947e+02
3.227504000000000701e+02,3.425792000000000712e+02,3.291656000000000404e+02,3.379136000000000308e+02
3.105032000000000494e+02,3.320816000000000372e+02,3.227504000000000701e+02,3.268328000000000202e+02
3.093367999999999824e+02,3.437456000000000245e+02,3.186680000000000064e+02,3.384967999999999506e+02
3.099200000000000159e+02,3.536600000000000250e+02,3.163351999999999862e+02,3.472447999999999979e+02
3.105032000000000494e+02,3.507439999999999714e+02,3.291656000000000404e+02,3.478280000000000314e+02
3.215840000000000032e+02,4.055647999999999911e+02,3.460783999999999878e+02,3.641576000000000022e+02
2.994223999999999819e+02,3.367472000000000207e+02,3.105032000000000494e+02,3.314984000000000037e+02
2.912576000000000249e+02,3.548264000000000351e+02,3.245000000000000000e+02,3.437456000000000245e+02
3.186680000000000064e+02,3.559928000000000452e+02,3.314984000000000037e+02,3.501607999999999947e+02
3.122527999999999793e+02,3.600752000000000521e+02,3.402463999999999942e+02,3.279992000000000303e+02
2.877583999999999946e+02,3.734888000000000261e+02,3.163351999999999862e+02,3.659072000000000457e+02
3.058376000000000090e+02,3.414128000000000611e+02,3.087536000000000058e+02,3.367472000000000207e+02
3.075871999999999957e+02,3.542432000000000585e+02,3.157520000000000664e+02,3.425792000000000712e+02
3.116696000000000026e+02,3.752384000000000128e+02,3.314984000000000037e+02,3.548264000000000351e+02
3.163351999999999862e+02,3.361639999999999873e+02,3.262495999999999867e+02,3.332480000000000473e+02
3.175016000000000531e+02,3.559928000000000452e+02,3.245000000000000000e+02,3.507439999999999714e+02
3.099200000000000159e+02,3.606583999999999719e+02,3.390799999999999841e+02,3.524936000000000149e+02
3.105032000000000494e+02,3.210008000000000266e+02,3.145856000000000563e+02,3.180847999999999729e+02
2.854256000000000313e+02,3.361639999999999873e+02,3.105032000000000494e+02,3.314984000000000037e+02
2.965064000000000419e+02,3.384967999999999506e+02,3.204176000000000499e+02,3.274159999999999968e+02
2.883416000000000281e+02,3.309152000000000271e+02,2.976727999999999952e+02,3.297488000000000739e+02
2.825096000000000913e+02,3.355808000000000106e+02,3.122527999999999793e+02,3.245000000000000000e+02
3.081704000000000292e+02,3.676568000000000325e+02,3.245000000000000000e+02,3.519104000000000383e+02
3.075871999999999957e+02,3.618247999999999820e+02,3.262495999999999867e+02,3.519104000000000383e+02
3.099200000000000159e+02,3.764047999999999661e+02,3.320816000000000372e+02,3.384967999999999506e+02
3.000056000000000154e+02,3.279992000000000303e+02,3.075871999999999957e+02,3.198344000000000165e+02
3.017552000000000021e+02,3.355808000000000106e+02,3.227504000000000701e+02,3.338312000000000239e+02
3.005888000000000488e+02,3.478280000000000314e+02,3.262495999999999867e+02,3.472447999999999979e+02
3.134192000000000462e+02,3.542432000000000585e+02,3.227504000000000701e+02,3.245000000000000000e+02
2.807599999999999909e+02,3.379136000000000308e+02,2.982560000000000286e+02,3.344144000000000005e+02
2.918408000000000015e+02,3.606583999999999719e+02,3.122527999999999793e+02,3.554096000000000117e+02
2.790104000000000042e+02,3.542432000000000585e+02,2.935903999999999883e+02,3.472447999999999979e+02
2.790104000000000042e+02,3.361639999999999873e+02,3.011720000000000255e+02,3.227504000000000701e+02
2.819264000000000578e+02,3.373304000000000542e+02,2.941735999999999649e+02,3.285824000000000069e+02
2.941735999999999649e+02,3.326648000000000138e+02,3.046711999999999989e+02,3.279992000000000303e+02
2.941735999999999649e+02,3.338312000000000239e+02,3.081704000000000292e+02,3.256664000000000101e+02
2.970896000000000186e+02,3.408296000000000276e+02,3.029216000000000122e+02,3.309152000000000271e+02
3.011720000000000255e+02,3.559928000000000452e+02,3.116696000000000026e+02,3.513272000000000048e+02
2.976727999999999952e+02,3.040880000000000791e+02,2.988392000000000621e+02,3.011720000000000255e+02
2.965064000000000419e+02,3.105032000000000494e+02,2.982560000000000286e+02,2.947567999999999984e+02
2.836759999999999877e+02,3.443288000000000579e+02,3.093367999999999824e+02,3.425792000000000712e+02
2.854256000000000313e+02,3.384967999999999506e+02,3.093367999999999824e+02,3.110864000000000260e+02
2.813432000000000244e+02,3.274159999999999968e+02,3.099200000000000159e+02,3.169184000000000196e+02
2.760944000000000074e+02,3.233335999999999899e+02,3.000056000000000154e+02,3.157520000000000664e+02
2.825096000000000913e+02,3.227504000000000701e+02,3.017552000000000021e+02,3.169184000000000196e+02
2.790104000000000042e+02,3.239167999999999665e+02,2.912576000000000249e+02,3.198344000000000165e+02
2.842592000000000212e+02,3.256664000000000101e+02,2.953400000000000318e+02,3.122527999999999793e+02
2.795936000000000377e+02,3.303320000000000505e+02,3.023383999999999787e+02,3.180847999999999729e+02
2.795936000000000377e+02,3.227504000000000701e+02,3.046711999999999989e+02,3.227504000000000701e+02
2.778439999999999372e+02,3.239167999999999665e+02,2.994223999999999819e+02,3.145856000000000563e+02
2.807599999999999909e+02,3.344144000000000005e+02,3.017552000000000021e+02,3.285824000000000069e+02
2.965064000000000419e+02,3.781544000000000665e+02,3.192512000000000398e+02,3.635744000000000256e+02
3.093367999999999824e+02,3.314984000000000037e+02,3.157520000000000664e+02,3.157520000000000664e+02
3.081704000000000292e+02,3.600752000000000521e+02,3.314984000000000037e+02,3.454952000000000112e+02
2.982560000000000286e+02,3.245000000000000000e+02,3.064208000000000425e+02,3.099200000000000159e+02
2.725952000000000339e+02,2.935903999999999883e+02,2.807599999999999909e+02,2.930072000000000685e+02
2.778439999999999372e+02,2.965064000000000419e+02,2.801768000000000143e+02,2.784271999999999707e+02
